Unnamed: 0,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
50,2015-01-11,1.28,3056024.77,97343.55,2070661.43,6915.47,881104.32,796190.93,84913.39,0.0,conventional,2015,Northeast
51,2015-01-04,1.09,3759282.62,126640.65,2860709.93,7580.38,764351.66,669970.5,94381.16,0.0,conventional,2015,Northeast
0,2015-12-27,1.21,304598.42,2601.32,250270.9,12123.24,39602.96,39602.96,0.0,0.0,conventional,2015,Northern New England
1,2015-12-20,1.17,284808.22,2616.13,232459.75,3820.83,45911.51,45911.51,0.0,0.0,conventional,2015,Northern New England
2,2015-12-13,0.95,407482.83,2970.12,369076.25,116.84,35319.62,35319.62,0.0,0.0,conventional,2015,Northern New England
3,2015-12-06,1.11,303058.29,3320.11,261503.41,94.18,38140.59,38140.59,0.0,0.0,conventional,2015,Northern New England
4,2015-11-29,1.25,219689.9,2897.91,181977.84,88.58,34725.57,34725.57,0.0,0.0,conventional,2015,Northern New England
5,2015-11-22,1.08,274209.2,2770.62,230517.24,140.77,40780.57,40777.1,3.47,0.0,conventional,2015,Northern New England
6,2015-11-15,1.07,287015.98,2589.55,237255.49,90.93,47080.01,46867.66,212.35,0.0,conventional,2015,Northern New England
7,2015-11-08,0.96,489339.78,2347.38,453089.14,132.37,33770.89,33362.0,408.89,0.0,conventional,2015,Northern New England
8,2015-11-01,1.07,350260.55,3271.4,281498.53,209.48,65281.14,65081.14,200.0,0.0,conventional,2015,Northern New England
9,2015-10-25,1.08,313881.26,2599.46,268057.07,158.24,43066.49,42475.38,591.11,0.0,conventional,2015,Northern New England
10,2015-10-18,1.0,402466.4,3274.11,361448.46,192.81,37551.02,36297.69,1253.33,0.0,conventional,2015,Northern New England
11,2015-10-11,1.19,278472.66,3616.8,231543.02,204.79,43108.05,43001.38,106.67,0.0,conventional,2015,Northern New England
12,2015-10-04,1.12,298222.53,3978.7,253346.07,248.25,40649.51,40431.73,217.78,0.0,conventional,2015,Northern New England
13,2015-09-27,0.98,458602.59,2768.16,427544.89,265.22,28024.32,27515.43,508.89,0.0,conventional,2015,Northern New England
14,2015-09-20,1.17,322729.94,2413.3,270775.68,291.7,49249.26,48164.82,1084.44,0.0,conventional,2015,Northern New England
15,2015-09-13,1.09,356105.25,1752.73,301172.05,277.25,52903.22,52023.22,880.0,0.0,conventional,2015,Northern New England
16,2015-09-06,1.01,508207.79,2506.81,456884.53,377.7,48438.75,48349.86,88.89,0.0,conventional,2015,Northern New England
17,2015-08-30,1.13,395127.18,2834.15,337184.98,457.24,54650.81,54650.81,0.0,0.0,conventional,2015,Northern New England
18,2015-08-23,1.18,400101.77,2487.19,338130.6,608.29,58875.69,58875.69,0.0,0.0,conventional,2015,Northern New England
19,2015-08-16,1.23,372516.0,2067.21,304465.27,775.0,65208.52,65208.52,0.0,0.0,conventional,2015,Northern New England
20,2015-08-09,1.03,579226.47,2513.38,523492.97,815.98,52404.14,52400.81,3.33,0.0,conventional,2015,Northern New England
21,2015-08-02,1.25,417082.92,2279.1,347110.01,1637.61,66056.2,66056.2,0.0,0.0,conventional,2015,Northern New England
22,2015-07-26,1.25,402791.86,2558.33,324258.79,2452.04,73522.7,73518.43,4.27,0.0,conventional,2015,Northern New England
23,2015-07-19,1.03,594451.88,3108.09,522040.27,6851.58,62451.94,62434.86,17.08,0.0,conventional,2015,Northern New England
24,2015-07-12,1.1,509215.2,3111.08,341891.96,15371.77,148840.39,148811.62,28.77,0.0,conventional,2015,Northern New England
25,2015-07-05,1.15,536642.98,2968.62,338863.42,17991.98,176818.96,176636.74,182.22,0.0,conventional,2015,Northern New England
26,2015-06-28,1.14,452801.32,2582.77,282587.99,15156.27,152474.29,152425.4,48.89,0.0,conventional,2015,Northern New England
27,2015-06-21,1.18,425885.58,2279.37,300069.61,14779.66,108756.94,108756.94,0.0,0.0,conventional,2015,Northern New England
28,2015-06-14,1.04,537725.07,2804.46,362082.5,10744.54,162093.57,162093.57,0.0,0.0,conventional,2015,Northern New England
29,2015-06-07,1.17,427216.77,2096.21,314308.78,37.43,110774.35,110774.35,0.0,0.0,conventional,2015,Northern New England
30,2015-05-31,1.2,413699.46,2523.96,313153.31,61.25,97960.94,97960.94,0.0,0.0,conventional,2015,Northern New England
31,2015-05-24,1.04,512172.44,2624.76,372289.48,53.34,137204.86,137204.86,0.0,0.0,conventional,2015,Northern New England
32,2015-05-17,1.15,422484.37,2745.99,287792.49,29.88,131916.01,131904.74,11.27,0.0,conventional,2015,Northern New England
33,2015-05-10,1.05,578436.76,2739.66,503984.46,78.56,71634.08,71253.97,380.11,0.0,conventional,2015,Northern New England
34,2015-05-03,1.16,366987.36,2322.24,304233.27,59.55,60372.3,60354.57,17.73,0.0,conventional,2015,Northern New England
35,2015-04-26,1.24,311879.23,1960.76,253562.76,79.62,56276.09,56259.03,17.06,0.0,conventional,2015,Northern New England
36,2015-04-19,1.13,346561.62,2156.47,284389.27,78.27,59937.61,59936.64,0.97,0.0,conventional,2015,Northern New England
37,2015-04-12,1.16,306250.63,2160.72,214309.89,58.52,89721.5,89699.64,21.86,0.0,conventional,2015,Northern New England
38,2015-04-05,1.19,309143.83,2352.11,252306.55,82.02,54403.15,54288.7,114.45,0.0,conventional,2015,Northern New England
39,2015-03-29,1.07,412639.2,2452.76,372165.06,57.27,37964.11,37036.33,927.78,0.0,conventional,2015,Northern New England
40,2015-03-22,1.19,282155.05,4556.72,229492.52,55.64,48050.17,47856.09,194.08,0.0,conventional,2015,Northern New England
41,2015-03-15,1.15,301852.8,6236.37,247092.81,90.6,48433.02,48390.8,42.22,0.0,conventional,2015,Northern New England
42,2015-03-08,1.09,287963.73,2507.83,234532.06,15.02,50908.82,50606.6,302.22,0.0,conventional,2015,Northern New England
43,2015-03-01,1.05,355677.99,2266.45,310490.26,41.26,42880.02,42880.02,0.0,0.0,conventional,2015,Northern New England
44,2015-02-22,1.13,264118.86,2875.24,217477.35,23.63,43742.64,43735.97,6.67,0.0,conventional,2015,Northern New England
45,2015-02-15,1.11,288514.78,2897.82,232117.81,33.13,53466.02,53303.8,162.22,0.0,conventional,2015,Northern New England
46,2015-02-08,1.03,363935.24,4606.01,308443.03,33.62,50852.58,50014.8,837.78,0.0,conventional,2015,Northern New England
47,2015-02-01,1.06,412752.74,4353.96,361694.45,34.23,46670.1,46576.76,93.34,0.0,conventional,2015,Northern New England
48,2015-01-25,1.06,290611.31,3806.65,233232.89,24.12,53547.65,53543.21,4.44,0.0,conventional,2015,Northern New England
49,2015-01-18,1.12,309202.71,3012.79,241380.95,38.05,64770.92,64770.92,0.0,0.0,conventional,2015,Northern New England
50,2015-01-11,1.06,314717.03,4578.25,265252.09,22.9,44863.79,44863.79,0.0,0.0,conventional,2015,Northern New England
51,2015-01-04,1.05,321823.77,4966.76,264351.96,14.68,52490.37,52490.37,0.0,0.0,conventional,2015,Northern New England
0,2015-12-27,0.98,251443.08,137133.17,48908.4,8151.76,57249.75,48181.83,9060.09,7.83,conventional,2015,South Carolina
1,2015-12-20,1.04,211066.05,115402.34,39931.51,6244.22,49487.98,44628.73,4851.44,7.81,conventional,2015,South Carolina
2,2015-12-13,0.96,257166.53,148691.81,47393.23,7391.81,53689.68,43815.6,9863.71,10.37,conventional,2015,South Carolina
3,2015-12-06,1.03,233274.4,130410.85,47118.94,9427.71,46316.9,40092.42,6203.8,20.68,conventional,2015,South Carolina
4,2015-11-29,0.97,217965.37,125440.43,42269.54,7454.33,42801.07,33356.89,9433.78,10.4,conventional,2015,South Carolina
5,2015-11-22,0.99,216767.98,123208.85,42099.26,8114.19,43345.68,34239.23,9106.45,0.0,conventional,2015,South Carolina
6,2015-11-15,1.07,224373.12,116059.4,61600.25,11569.87,35143.6,29409.04,5734.56,0.0,conventional,2015,South Carolina
7,2015-11-08,1.08,221080.11,118352.11,47266.75,15742.56,39718.69,34385.71,5325.2,7.78,conventional,2015,South Carolina
8,2015-11-01,1.0,280886.82,143163.13,59937.59,19045.03,58741.07,44763.47,13977.6,0.0,conventional,2015,South Carolina
9,2015-10-25,1.11,223607.39,107103.78,46792.32,17192.49,52518.8,43924.89,8593.91,0.0,conventional,2015,South Carolina
10,2015-10-18,1.12,226246.39,105221.4,55038.8,16616.9,49369.29,40996.42,8372.87,0.0,conventional,2015,South Carolina
11,2015-10-11,1.03,267962.33,121966.0,64658.41,20190.4,61147.52,43009.49,18138.03,0.0,conventional,2015,South Carolina
12,2015-10-04,1.04,267919.95,123692.52,70671.2,14906.36,58649.87,38750.39,19899.48,0.0,conventional,2015,South Carolina
13,2015-09-27,1.08,253422.99,111054.81,72273.16,18765.64,51329.38,42223.65,9105.73,0.0,conventional,2015,South Carolina
14,2015-09-20,1.02,312177.28,148633.9,77644.18,14421.82,71477.38,49597.26,21851.29,28.83,conventional,2015,South Carolina
15,2015-09-13,1.14,269754.97,124781.45,61067.3,13939.72,69966.5,55240.3,14707.82,18.38,conventional,2015,South Carolina
16,2015-09-06,1.0,353755.0,165544.52,78503.43,23189.42,86517.63,68114.97,18328.93,73.73,conventional,2015,South Carolina
17,2015-08-30,1.15,280699.74,130772.55,58761.62,15284.88,75880.69,70666.71,5198.14,15.84,conventional,2015,South Carolina
18,2015-08-23,1.09,310381.51,139531.8,64117.55,17089.65,89642.51,84625.03,5017.48,0.0,conventional,2015,South Carolina
19,2015-08-16,1.12,320750.54,157907.67,60468.01,17614.64,84760.22,78819.75,5940.47,0.0,conventional,2015,South Carolina
20,2015-08-09,1.05,353930.82,179463.07,69024.22,18362.39,87081.14,75517.04,11497.68,66.42,conventional,2015,South Carolina
21,2015-08-02,1.14,309611.87,148657.53,64352.06,19051.78,77550.5,72040.69,5488.53,21.28,conventional,2015,South Carolina
22,2015-07-26,1.11,327629.87,160050.21,63162.91,18771.89,85644.86,80982.38,4662.48,0.0,conventional,2015,South Carolina
23,2015-07-19,1.05,379505.99,212349.9,70690.71,18957.89,77507.49,67097.27,10410.22,0.0,conventional,2015,South Carolina
24,2015-07-12,1.14,320934.33,143217.29,81353.84,17190.82,79172.38,73161.82,5916.12,94.44,conventional,2015,South Carolina
25,2015-07-05,1.05,406711.2,204374.47,93000.23,20072.67,89263.83,78695.41,10568.42,0.0,conventional,2015,South Carolina
26,2015-06-28,1.11,340424.79,152050.0,76047.9,18078.63,94248.26,89211.38,4983.53,53.35,conventional,2015,South Carolina
27,2015-06-21,1.03,392755.13,207438.27,71556.59,17373.26,96387.01,84821.85,11533.12,32.04,conventional,2015,South Carolina
28,2015-06-14,1.1,339919.17,172821.14,60267.01,18287.95,88543.07,82278.6,6256.45,8.02,conventional,2015,South Carolina
29,2015-06-07,1.04,378845.21,223638.72,46631.18,17294.66,91280.65,80177.95,11102.7,0.0,conventional,2015,South Carolina
30,2015-05-31,1.13,322891.36,185323.63,43301.71,18015.98,76250.04,70487.95,5756.74,5.35,conventional,2015,South Carolina
31,2015-05-24,1.05,407499.97,247039.02,58352.93,20373.51,81734.51,69674.41,12060.1,0.0,conventional,2015,South Carolina
32,2015-05-17,1.09,346700.41,200005.38,46163.06,18077.99,82453.98,76994.15,5459.83,0.0,conventional,2015,South Carolina
33,2015-05-10,1.13,329845.26,199489.94,44017.79,16482.29,69855.24,64229.19,5626.05,0.0,conventional,2015,South Carolina
34,2015-05-03,0.97,457411.45,271320.49,72324.54,26965.17,86801.25,70270.99,16530.26,0.0,conventional,2015,South Carolina
35,2015-04-26,1.1,319659.25,191953.94,43170.27,16204.46,68330.58,63208.06,5122.52,0.0,conventional,2015,South Carolina
36,2015-04-19,1.08,322940.72,185939.51,43227.61,15722.07,78051.53,72168.56,5882.97,0.0,conventional,2015,South Carolina
37,2015-04-12,1.05,356627.38,220208.81,49060.02,16838.53,70520.02,57990.96,12529.06,0.0,conventional,2015,South Carolina
38,2015-04-05,1.1,311646.73,187483.15,44278.23,18418.66,61466.69,53591.38,7875.31,0.0,conventional,2015,South Carolina
39,2015-03-29,1.11,284839.51,151124.37,45649.68,16553.04,71512.42,64967.19,6545.23,0.0,conventional,2015,South Carolina
40,2015-03-22,1.0,366680.0,218785.98,48984.19,15237.87,83671.96,71610.52,12061.44,0.0,conventional,2015,South Carolina
41,2015-03-15,1.15,297855.71,171702.03,44167.57,18024.31,63961.8,58791.05,5170.75,0.0,conventional,2015,South Carolina
42,2015-03-08,1.14,289679.91,173429.19,39009.78,14400.7,62840.24,58373.46,4466.78,0.0,conventional,2015,South Carolina
43,2015-03-01,1.05,337576.71,213315.88,42197.08,13638.46,68425.29,57884.58,10540.71,0.0,conventional,2015,South Carolina
44,2015-02-22,1.02,332918.7,193228.98,45809.76,23875.57,70004.39,64068.23,5936.16,0.0,conventional,2015,South Carolina
45,2015-02-15,1.11,278514.05,163447.93,40081.18,14735.34,60249.6,44927.07,15322.53,0.0,conventional,2015,South Carolina
46,2015-02-08,1.06,282822.72,169169.05,41468.74,12641.17,59543.76,44770.78,14772.98,0.0,conventional,2015,South Carolina
47,2015-02-01,0.91,469684.32,284674.2,78055.21,27248.16,79706.75,51793.3,27913.45,0.0,conventional,2015,South Carolina
48,2015-01-25,1.06,311348.31,187805.04,46947.97,12431.59,64163.71,45690.04,18473.67,0.0,conventional,2015,South Carolina
49,2015-01-18,1.15,276205.95,160256.58,44019.64,14954.1,56975.63,35311.93,21663.7,0.0,conventional,2015,South Carolina
50,2015-01-11,1.1,279706.73,162428.39,39713.75,14197.05,63367.54,44864.96,18502.58,0.0,conventional,2015,South Carolina
51,2015-01-04,1.01,309024.22,180977.06,46253.49,12923.45,68870.22,52556.0,16314.22,0.0,conventional,2015,South Carolina
0,2015-12-27,0.81,4831664.77,2295315.43,1290847.05,392846.12,852656.17,663310.0,105317.59,84028.58,conventional,2015,South Central
1,2015-12-20,0.81,4565207.85,2166801.03,1226508.86,412828.75,759069.21,555356.92,95639.5,108072.79,conventional,2015,South Central
2,2015-12-13,0.78,4869309.42,2366879.8,1559601.21,271514.98,671313.43,554563.94,115546.32,1203.17,conventional,2015,South Central
3,2015-12-06,0.76,4938526.47,2271088.12,1989750.87,38648.11,639039.37,496732.56,141970.0,336.81,conventional,2015,South Central
4,2015-11-29,0.82,3969578.89,2105670.46,1234911.39,27985.18,601011.86,505843.61,95136.58,31.67,conventional,2015,South Central
5,2015-11-22,0.8,4347510.51,2187382.97,1451468.73,39736.75,668922.06,550979.27,117935.74,7.05,conventional,2015,South Central
6,2015-11-15,0.76,4943687.09,2762021.24,1375460.43,39019.73,767185.69,600933.14,166200.1,52.45,conventional,2015,South Central
7,2015-11-08,0.8,4864814.01,2470146.6,1630407.36,115276.98,648983.07,485540.3,163125.93,316.84,conventional,2015,South Central
8,2015-11-01,0.81,5072550.94,2344879.12,1704035.46,363472.91,660163.45,478366.44,181455.77,341.24,conventional,2015,South Central
9,2015-10-25,0.86,4912068.04,2542914.87,1537781.45,247539.31,583832.41,475267.2,108231.39,333.82,conventional,2015,South Central
10,2015-10-18,0.87,4687705.56,2488221.2,1352548.07,274013.56,572922.73,489000.2,83782.52,140.01,conventional,2015,South Central
11,2015-10-11,0.83,5236047.86,2351606.01,1833545.05,426600.81,624295.99,504922.39,119235.17,138.43,conventional,2015,South Central
12,2015-10-04,0.84,5201535.32,2257194.22,2067870.47,184770.84,691699.79,517821.64,173688.06,190.09,conventional,2015,South Central
13,2015-09-27,0.87,4987381.36,2252044.96,2042360.56,83993.99,608981.85,480873.02,128033.07,75.76,conventional,2015,South Central
14,2015-09-20,0.83,5211738.31,2453284.69,2117631.84,39835.27,600986.51,478669.38,122302.71,14.42,conventional,2015,South Central
15,2015-09-13,0.88,5761848.67,2608997.38,2390282.14,34341.44,728227.71,533040.93,195143.56,43.22,conventional,2015,South Central
16,2015-09-06,0.86,5979528.24,2897999.07,2322076.97,36318.54,723133.66,571900.3,151197.44,35.92,conventional,2015,South Central
17,2015-08-30,0.87,5200252.65,3171393.1,1387819.83,28997.59,612042.13,535065.38,76947.64,29.11,conventional,2015,South Central
18,2015-08-23,0.89,5235579.44,3058909.34,1546628.56,30815.55,599225.99,513745.16,85422.36,58.47,conventional,2015,South Central
19,2015-08-16,0.89,5409823.02,3273624.13,1474652.79,35283.63,626262.47,536381.17,89808.28,73.02,conventional,2015,South Central
20,2015-08-09,0.89,5353393.56,3096265.87,1600371.62,40173.44,616582.63,529408.18,87160.21,14.24,conventional,2015,South Central
21,2015-08-02,0.9,5142335.64,3276776.23,1254704.28,24749.12,586106.01,492930.71,93162.67,12.63,conventional,2015,South Central
22,2015-07-26,0.81,5822521.79,3166737.18,1982138.27,32905.16,640741.18,511308.6,129425.5,7.08,conventional,2015,South Central
23,2015-07-19,0.83,5703940.56,3141801.51,1766900.01,28797.39,766441.65,589126.53,177294.71,20.41,conventional,2015,South Central
24,2015-07-12,0.82,5544366.95,3318843.01,1523777.99,33415.56,668330.39,547333.33,119640.03,1357.03,conventional,2015,South Central
25,2015-07-05,0.83,6380287.71,3835278.13,1639735.99,47955.04,857318.55,754238.62,103046.99,32.94,conventional,2015,South Central
26,2015-06-28,0.77,6024103.65,3656335.59,1416248.77,81756.0,869763.29,678138.24,191572.72,52.33,conventional,2015,South Central
27,2015-06-21,0.79,6153608.75,3460014.16,1739133.4,97002.67,857458.52,683943.14,173497.82,17.56,conventional,2015,South Central
28,2015-06-14,0.69,7281803.61,4668964.65,1660109.04,77844.97,874884.95,716742.3,158100.12,42.53,conventional,2015,South Central
29,2015-06-07,0.75,6234006.44,3870043.62,1479527.4,106106.86,778328.56,662252.69,116061.84,14.03,conventional,2015,South Central
30,2015-05-31,0.74,6349957.65,4136440.91,1501302.47,34073.41,678140.86,530629.47,147483.35,28.04,conventional,2015,South Central
31,2015-05-24,0.83,5903596.18,3794422.74,1434383.77,38143.15,636646.52,545155.31,91459.59,31.62,conventional,2015,South Central
32,2015-05-17,0.79,5831782.44,3979432.32,1202270.23,33292.23,616787.66,528432.48,88337.6,17.58,conventional,2015,South Central
33,2015-05-10,0.79,6400340.97,3969053.76,1709201.45,36330.84,685754.92,533597.59,152122.11,35.22,conventional,2015,South Central
34,2015-05-03,0.78,6558729.33,3520801.33,2265493.71,58510.13,713924.16,546260.44,166650.78,1012.94,conventional,2015,South Central
35,2015-04-26,0.83,5578980.69,3637682.35,1248422.73,73076.91,619798.7,519975.08,99430.45,393.17,conventional,2015,South Central
36,2015-04-19,0.82,5593885.09,3657278.94,1183497.85,114923.71,638184.59,538970.63,99203.37,10.59,conventional,2015,South Central
37,2015-04-12,0.8,5930072.71,3851189.34,1385674.25,102729.01,590480.11,536034.76,54424.19,21.16,conventional,2015,South Central
38,2015-04-05,0.83,6368728.85,3676642.17,1856953.2,104285.22,730848.26,670637.73,58681.56,1528.97,conventional,2015,South Central
39,2015-03-29,0.82,5713017.35,3091049.63,1836365.62,89374.2,696227.9,633029.23,63160.07,38.6,conventional,2015,South Central
40,2015-03-22,0.76,6008817.9,3785376.16,1476714.1,81039.5,665688.14,540561.2,125103.19,23.75,conventional,2015,South Central
41,2015-03-15,0.79,5703759.21,3290881.46,1644220.11,115290.48,653367.16,522678.26,130674.88,14.02,conventional,2015,South Central
42,2015-03-08,0.8,5864999.81,3215935.34,1855972.27,79560.0,713532.2,537992.32,175511.51,28.37,conventional,2015,South Central
43,2015-03-01,0.87,5314431.93,2944928.22,1629785.85,90167.62,649550.24,518799.05,130726.85,24.34,conventional,2015,South Central
44,2015-02-22,0.85,5208272.73,3077730.66,1408136.41,81708.29,640697.37,529675.01,111022.36,0.0,conventional,2015,South Central
45,2015-02-15,0.8,5204971.91,3046997.7,1421557.06,93961.98,642455.17,540023.82,102417.63,13.72,conventional,2015,South Central
46,2015-02-08,0.73,5900232.15,3323430.66,1927404.12,75885.05,573512.32,518539.89,54886.55,85.88,conventional,2015,South Central
47,2015-02-01,0.71,6934356.31,3776936.71,2348980.01,161845.27,646594.32,519847.64,126683.42,63.26,conventional,2015,South Central
48,2015-01-25,0.81,5142259.93,3205533.39,1298842.9,68870.69,569012.95,476249.64,92763.31,0.0,conventional,2015,South Central
49,2015-01-18,0.79,5322625.57,2839359.92,1782045.18,146481.44,554739.03,497106.16,57607.18,25.69,conventional,2015,South Central
50,2015-01-11,0.8,5409726.02,2973367.52,1717171.24,88373.78,630813.48,533599.2,97164.07,50.21,conventional,2015,South Central
